id, d, s,c,score,,,
4760,1.90E+09,0.086,7.84E+07,-0.998305291,,,
4780,2.28E+09,0.089,9.41E+07,-0.998302107,,,
4800,2.11E+09,0.09,7.71E+07,-0.998664214,,,
4820,2.04E+09,0.088,1.03E+08,-0.997448144,,,
4840,2.22E+09,0.089,9.25E+07,-0.998262989,,,
4860,2.22E+09,0.089,6.46E+07,-0.999155003,,,
4880,1.94E+09,0.087,7.68E+07,-0.998427333,,,
4900,1.43E+09,0.105,7.49E+07,-0.997251846,,,
4920,1.77E+09,0.088,7.55E+07,-0.998184983,,Score:,
4940,2.48E+09,0.088,7.34E+07,-0.999124694,,-265.6034288,
4960,1.87E+09,0.086,8.52E+07,-0.99792409,,,
4980,2.46E+09,0.09,8.40E+07,-0.998829675,,Total time:,
5000,2.39E+09,0.088,1.29E+08,-0.997092395,,20.039,seconds
,,,,,,0.333983333,minutes
